timestamp,heart_rate,gsr,gsr_diff,emotion,emotion_label
2025-03-20 20:57:57,107,226,-7.0,평온,3
2025-03-20 20:57:56,92,222,-4.0,기타,1
2025-03-20 20:57:55,92,219,-3.0,기타,1
2025-03-20 20:57:54,92,226,7.0,기타,1
2025-03-20 20:57:53,92,230,4.0,기타,1
2025-03-20 20:57:52,82,227,-3.0,기타,1
2025-03-20 20:57:51,82,215,-12.0,기타,1
2025-03-20 20:57:50,82,201,-14.0,기타,1
2025-03-20 20:57:49,82,216,15.0,기타,1
2025-03-20 20:57:48,90,219,3.0,기타,1
2025-03-20 20:57:47,90,216,-3.0,기타,1
2025-03-20 20:57:46,90,213,-3.0,기타,1
2025-03-20 20:57:45,90,208,-5.0,기타,1
2025-03-20 20:57:44,87,207,-1.0,기타,1
2025-03-20 20:57:43,87,204,-3.0,기타,1
2025-03-20 20:57:42,87,201,-3.0,기타,1
2025-03-20 20:57:41,87,204,3.0,기타,1
2025-03-20 20:57:40,96,207,3.0,기타,1
2025-03-20 20:57:39,96,200,-7.0,기타,1
2025-03-20 20:57:38,96,192,-8.0,기타,1
2025-03-20 20:57:37,96,191,-1.0,기타,1
2025-03-20 20:57:36,103,188,-3.0,기타,1
2025-03-20 20:57:35,103,153,-35.0,기타,1
2025-03-20 20:57:34,103,159,6.0,기타,1
2025-03-20 20:57:33,103,160,1.0,기타,1
2025-03-20 20:57:32,108,196,36.0,기타,1
2025-03-20 20:57:31,108,195,-1.0,기타,1
2025-03-20 20:57:30,108,182,-13.0,기타,1
2025-03-20 20:57:29,108,163,-19.0,기타,1
2025-03-20 20:57:28,103,219,56.0,기타,1
2025-03-20 20:57:27,103,213,-6.0,기타,1
2025-03-20 20:57:26,103,204,-9.0,기타,1
2025-03-20 20:57:25,103,157,-47.0,기타,1
2025-03-20 20:57:24,113,168,11.0,기타,1
2025-03-20 20:57:23,113,211,43.0,기타,1
2025-03-20 20:57:22,113,217,6.0,기타,1
2025-03-20 20:57:21,113,215,-2.0,기타,1
2025-03-20 20:57:20,106,213,-2.0,기타,1
2025-03-20 20:57:19,106,210,-3.0,기타,1
2025-03-20 20:57:18,106,208,-2.0,기타,1
2025-03-20 20:57:17,106,211,3.0,기타,1
2025-03-20 20:57:16,96,205,-6.0,기타,1
2025-03-20 20:57:15,96,201,-4.0,기타,1
2025-03-20 20:57:14,96,191,-10.0,기타,1
2025-03-20 20:57:13,96,188,-3.0,기타,1
2025-03-20 20:57:12,104,191,3.0,기타,1
2025-03-20 20:57:11,104,198,7.0,기타,1
2025-03-20 20:57:10,104,192,-6.0,기타,1
2025-03-20 20:57:09,104,185,-7.0,기타,1
2025-03-20 20:57:08,92,187,2.0,기타,1
2025-03-20 20:57:07,92,206,19.0,기타,1
2025-03-20 20:57:06,92,216,10.0,기타,1
2025-03-20 20:57:05,92,224,8.0,기타,1
2025-03-20 20:57:04,77,223,-1.0,기타,1
2025-03-20 20:57:03,77,221,-2.0,기타,1
2025-03-20 20:57:02,77,217,-4.0,기타,1
2025-03-20 20:57:01,77,214,-3.0,기타,1
2025-03-20 20:57:00,84,215,1.0,기타,1
2025-03-20 20:56:59,84,210,-5.0,기타,1
2025-03-20 20:56:58,84,174,-36.0,기타,1
2025-03-20 20:56:57,84,196,22.0,기타,1
2025-03-20 20:56:56,89,199,3.0,기타,1
2025-03-20 20:56:55,89,191,-8.0,기타,1
2025-03-20 20:56:54,89,181,-10.0,기타,1
2025-03-20 20:56:53,89,186,5.0,기타,1
2025-03-20 20:56:52,88,225,39.0,기타,1
2025-03-20 20:56:51,88,221,-4.0,기타,1
2025-03-20 20:56:50,88,227,6.0,기타,1
2025-03-20 20:56:49,88,202,-25.0,기타,1
2025-03-20 20:56:48,92,180,-22.0,기타,1
2025-03-20 20:56:47,92,212,32.0,기타,1
2025-03-20 20:56:46,92,200,-12.0,기타,1
2025-03-20 20:56:45,92,244,44.0,기타,1
2025-03-20 20:56:44,93,239,-5.0,기타,1
2025-03-20 20:56:43,93,235,-4.0,기타,1
2025-03-20 20:56:42,93,232,-3.0,기타,1
2025-03-20 20:56:41,93,228,-4.0,기타,1
2025-03-20 20:56:40,89,224,-4.0,기타,1
2025-03-20 20:56:39,89,219,-5.0,기타,1
2025-03-20 20:56:38,89,212,-7.0,기타,1
2025-03-20 20:56:37,89,206,-6.0,기타,1
2025-03-20 20:56:36,88,209,3.0,기타,1
2025-03-20 20:56:35,88,217,8.0,기타,1
2025-03-20 20:56:34,88,228,11.0,기타,1
2025-03-20 20:56:33,88,223,-5.0,기타,1
